P3_22,P3_21,P3_20,P3_19,csvTime
0,0,905,906,2024-05-21 01:27:01
0,0,905,909,2024-05-21 01:28:01
0,0,905,909,2024-05-21 01:29:01
0,0,905,906,2024-05-21 01:30:01
0,0,905,909,2024-05-21 01:31:01
0,0,905,909,2024-05-21 01:32:01
0,0,905,909,2024-05-21 01:33:01
0,0,905,909,2024-05-21 01:34:01
0,0,905,906,2024-05-21 01:35:01
0,0,905,909,2024-05-21 01:36:01
0,0,905,909,2024-05-21 01:37:01
0,0,905,909,2024-05-21 01:38:01
0,0,905,909,2024-05-21 01:39:01
0,0,905,909,2024-05-21 01:40:01
0,0,905,909,2024-05-21 01:41:01
0,0,905,909,2024-05-21 01:42:01
0,0,905,909,2024-05-21 01:43:01
0,0,905,909,2024-05-21 01:44:01
0,0,905,906,2024-05-21 01:45:01
0,0,905,909,2024-05-21 01:46:01
0,0,905,906,2024-05-21 01:47:01
0,0,905,909,2024-05-21 01:48:01
0,0,905,906,2024-05-21 01:49:01
0,0,905,909,2024-05-21 01:50:01
0,0,905,909,2024-05-21 01:51:01
0,0,905,909,2024-05-21 01:52:01
0,0,905,906,2024-05-21 01:53:01
0,0,905,906,2024-05-21 01:54:01
0,0,905,906,2024-05-21 01:55:01
0,0,905,909,2024-05-21 01:56:01
0,0,905,906,2024-05-21 01:57:01
0,0,905,909,2024-05-21 01:58:01
0,0,905,909,2024-05-21 01:59:01
0,0,905,906,2024-05-21 02:00:01
0,0,905,909,2024-05-21 02:01:01
0,0,905,906,2024-05-21 02:02:01
0,0,905,909,2024-05-21 02:03:01
0,0,905,909,2024-05-21 02:04:01
0,0,905,906,2024-05-21 02:05:01
0,0,905,909,2024-05-21 02:06:01
0,0,905,909,2024-05-21 02:07:01
0,0,905,906,2024-05-21 02:08:01
0,0,905,909,2024-05-21 02:09:01
0,0,905,909,2024-05-21 02:10:01
0,0,905,909,2024-05-21 02:11:01
0,0,905,906,2024-05-21 02:12:01
0,0,905,909,2024-05-21 02:13:01
0,0,905,906,2024-05-21 02:14:01
0,0,905,909,2024-05-21 02:15:01
0,0,905,909,2024-05-21 02:16:01
0,0,905,909,2024-05-21 02:17:01
0,0,905,909,2024-05-21 02:18:01
0,0,905,906,2024-05-21 02:19:01
0,0,905,909,2024-05-21 02:20:01
0,0,905,906,2024-05-21 02:21:01
0,0,905,909,2024-05-21 02:22:01
0,0,905,909,2024-05-21 02:23:01
0,0,905,909,2024-05-21 02:24:01
0,0,905,906,2024-05-21 02:25:01
0,0,905,909,2024-05-21 02:26:01
0,0,905,909,2024-05-21 02:27:01
0,0,905,909,2024-05-21 02:28:01
0,0,905,909,2024-05-21 02:29:01
0,0,905,906,2024-05-21 02:30:01
0,0,905,909,2024-05-21 02:31:01
0,0,905,906,2024-05-21 02:32:01
0,0,905,909,2024-05-21 02:33:01
0,0,905,909,2024-05-21 02:34:01
0,0,905,906,2024-05-21 02:35:01
0,0,905,909,2024-05-21 02:36:01
0,0,905,906,2024-05-21 02:37:01
0,0,905,906,2024-05-21 02:38:01
0,0,905,909,2024-05-21 02:39:01
0,0,905,909,2024-05-21 02:40:01
0,0,905,906,2024-05-21 02:41:01
0,0,905,906,2024-05-21 02:42:01
0,0,905,909,2024-05-21 02:43:01
0,0,905,906,2024-05-21 02:44:01
0,0,905,906,2024-05-21 02:45:01
0,0,905,909,2024-05-21 02:46:01
0,0,905,909,2024-05-21 02:47:01
0,0,905,909,2024-05-21 02:48:01
0,0,905,909,2024-05-21 02:49:01
0,0,905,906,2024-05-21 02:50:01
0,0,905,909,2024-05-21 02:51:01
0,0,905,909,2024-05-21 02:52:01
0,0,905,906,2024-05-21 02:53:01
0,0,905,906,2024-05-21 02:54:01
0,0,905,906,2024-05-21 02:55:01
0,0,905,909,2024-05-21 02:56:01
0,0,905,909,2024-05-21 02:57:01
0,0,905,909,2024-05-21 02:58:01
0,0,905,909,2024-05-21 02:59:01
0,0,905,906,2024-05-21 04:00:01
0,0,905,909,2024-05-21 04:01:01
0,0,905,909,2024-05-21 04:02:01
0,0,905,909,2024-05-21 04:03:01
0,0,905,906,2024-05-21 04:04:01
0,0,905,909,2024-05-21 04:05:01
0,0,905,909,2024-05-21 04:06:01
0,0,905,909,2024-05-21 04:07:01
0,0,905,909,2024-05-21 04:08:01
0,0,905,906,2024-05-21 04:09:01
0,0,905,909,2024-05-21 04:10:01
0,0,905,906,2024-05-21 04:11:01
0,0,905,909,2024-05-21 04:12:01
0,0,905,906,2024-05-21 04:13:01
0,0,905,906,2024-05-21 04:14:01
0,0,905,909,2024-05-21 04:15:01
0,0,905,906,2024-05-21 04:16:01
0,0,905,909,2024-05-21 04:17:01
0,0,905,906,2024-05-21 04:18:01
0,0,905,909,2024-05-21 04:19:01
0,0,905,909,2024-05-21 04:20:01
0,0,905,909,2024-05-21 04:21:01
0,0,905,906,2024-05-21 04:22:01
0,0,905,909,2024-05-21 04:23:01
0,0,905,909,2024-05-21 04:24:01
0,0,905,909,2024-05-21 04:25:01
0,0,905,909,2024-05-21 04:26:01
0,0,905,909,2024-05-21 04:27:01
0,0,905,909,2024-05-21 04:28:01
0,0,905,909,2024-05-21 04:29:01
0,0,905,906,2024-05-21 04:30:01
0,0,905,906,2024-05-21 04:31:01
0,0,905,909,2024-05-21 04:32:01
0,0,905,909,2024-05-21 04:33:01
0,0,905,909,2024-05-21 04:34:01
0,0,905,909,2024-05-21 04:35:01
0,0,905,906,2024-05-21 04:36:01
0,0,905,909,2024-05-21 04:37:01
0,0,905,909,2024-05-21 04:38:01
0,0,905,906,2024-05-21 04:39:01
0,0,905,909,2024-05-21 04:40:01
0,0,905,909,2024-05-21 04:41:01
0,0,905,909,2024-05-21 04:42:01
0,0,905,909,2024-05-21 04:43:01
0,0,905,906,2024-05-21 04:44:01
0,0,905,909,2024-05-21 04:45:01
0,0,905,906,2024-05-21 04:46:01
0,0,905,909,2024-05-21 04:47:01
0,0,905,909,2024-05-21 04:48:01
0,0,905,906,2024-05-21 04:49:01
0,0,905,906,2024-05-21 04:50:01
0,0,905,909,2024-05-21 04:51:01
0,0,905,906,2024-05-21 04:52:01
0,0,905,906,2024-05-21 04:53:01
0,0,905,909,2024-05-21 04:54:01
0,0,905,909,2024-05-21 04:55:01
0,0,905,909,2024-05-21 04:56:01
0,0,905,909,2024-05-21 04:57:01
0,0,905,906,2024-05-21 04:58:01
0,0,905,909,2024-05-21 04:59:01
0,0,905,906,2024-05-21 05:00:01
0,0,905,909,2024-05-21 05:01:01
0,0,905,909,2024-05-21 05:02:01
0,0,905,906,2024-05-21 05:03:01
0,0,905,909,2024-05-21 05:04:01
0,0,905,909,2024-05-21 05:05:01
0,0,905,906,2024-05-21 05:06:01
0,0,905,906,2024-05-21 05:07:01
0,0,905,909,2024-05-21 05:08:01
0,0,905,909,2024-05-21 05:09:01
0,0,905,906,2024-05-21 05:10:01
0,0,905,909,2024-05-21 05:11:01
0,0,905,909,2024-05-21 05:12:01
0,0,905,909,2024-05-21 05:13:01
0,0,905,906,2024-05-21 05:14:01
0,0,905,906,2024-05-21 05:15:01
0,0,905,906,2024-05-21 05:16:01
0,0,905,909,2024-05-21 05:17:01
0,0,905,906,2024-05-21 05:18:01
0,0,905,906,2024-05-21 05:19:01
0,0,905,909,2024-05-21 05:20:01
0,0,905,906,2024-05-21 05:21:01
0,0,905,906,2024-05-21 05:22:01
0,0,905,906,2024-05-21 05:23:01
0,0,905,906,2024-05-21 05:24:01
0,0,905,906,2024-05-21 05:25:01
0,0,905,909,2024-05-21 05:26:01
0,0,905,906,2024-05-21 05:27:01
0,0,905,909,2024-05-21 05:28:01
0,0,905,906,2024-05-21 05:29:01
0,0,905,909,2024-05-21 05:30:01
0,0,905,906,2024-05-21 05:31:01
0,0,905,909,2024-05-21 05:32:01
0,0,905,909,2024-05-21 05:33:01
0,0,905,906,2024-05-21 05:34:01
0,0,905,909,2024-05-21 05:35:01
0,0,905,909,2024-05-21 05:36:01
0,0,905,909,2024-05-21 05:37:01
0,0,905,906,2024-05-21 05:38:01
0,0,905,906,2024-05-21 05:39:01
0,0,905,909,2024-05-21 05:40:01
0,0,905,909,2024-05-21 05:41:01
0,0,905,909,2024-05-21 05:42:01
0,0,905,909,2024-05-21 05:43:01
0,0,905,909,2024-05-21 05:44:01
0,0,905,909,2024-05-21 05:45:01
0,0,905,909,2024-05-21 05:46:01
0,0,905,909,2024-05-21 05:47:01
0,0,905,909,2024-05-21 05:48:01
0,0,905,909,2024-05-21 05:49:01
0,0,905,909,2024-05-21 05:50:01
0,0,905,909,2024-05-21 05:51:01
0,0,905,909,2024-05-21 05:52:01
0,0,905,909,2024-05-21 05:53:01
0,0,905,909,2024-05-21 05:54:01
0,0,905,906,2024-05-21 05:55:01
0,0,905,909,2024-05-21 05:56:01
0,0,905,909,2024-05-21 05:57:01
0,0,905,909,2024-05-21 05:58:01
0,0,905,909,2024-05-21 05:59:01
20,21,985,1366,2024-05-21 09:00:01
31,31,629,602,2024-05-21 09:01:01
23,25,846,855,2024-05-21 09:02:01
21,22,873,866,2024-05-21 09:03:01
29,29,853,850,2024-05-21 09:04:01
21,24,891,865,2024-05-21 09:05:01
29,29,853,849,2024-05-21 09:06:01
29,29,853,849,2024-05-21 09:07:01
29,29,853,849,2024-05-21 09:08:01
29,29,853,849,2024-05-21 09:09:01
29,29,853,849,2024-05-21 09:10:01
29,29,853,849,2024-05-21 09:11:01
29,29,851,849,2024-05-21 09:12:01
29,29,853,849,2024-05-21 09:13:01
1,0,905,906,2024-05-21 09:14:01
0,0,905,909,2024-05-21 09:15:01
0,0,905,909,2024-05-21 09:16:01
0,0,905,906,2024-05-21 09:17:01
0,0,905,909,2024-05-21 09:18:01
0,0,905,909,2024-05-21 09:19:01
0,0,905,909,2024-05-21 09:20:01
0,0,905,906,2024-05-21 09:21:01
0,0,905,906,2024-05-21 09:22:01
0,0,905,909,2024-05-21 09:23:01
0,0,905,909,2024-05-21 09:24:01
0,0,905,906,2024-05-21 09:25:01
0,0,905,909,2024-05-21 09:26:01
0,0,905,909,2024-05-21 09:27:01
0,0,905,909,2024-05-21 09:28:01
0,0,905,909,2024-05-21 09:29:01
0,0,905,909,2024-05-21 09:30:01
0,0,905,909,2024-05-21 09:31:01
0,0,905,909,2024-05-21 09:32:01
0,0,905,909,2024-05-21 09:33:01
0,0,905,906,2024-05-21 09:34:01
0,0,905,906,2024-05-21 09:35:01
0,0,905,909,2024-05-21 09:36:01
0,0,905,906,2024-05-21 09:37:01
0,0,905,909,2024-05-21 09:38:01
0,0,905,909,2024-05-21 09:39:01
0,0,905,909,2024-05-21 09:40:01
0,0,905,909,2024-05-21 09:41:01
0,0,905,909,2024-05-21 09:42:01
0,0,905,909,2024-05-21 09:43:01
0,0,905,909,2024-05-21 09:44:01
0,0,905,906,2024-05-21 09:45:01
0,0,905,909,2024-05-21 09:46:01
0,0,905,906,2024-05-21 09:47:01
0,0,905,909,2024-05-21 09:48:01
0,0,905,909,2024-05-21 09:49:01
0,0,905,909,2024-05-21 09:50:01
0,0,905,909,2024-05-21 09:51:01
0,0,905,909,2024-05-21 09:52:01
0,0,905,906,2024-05-21 09:53:01
0,0,905,906,2024-05-21 09:54:01
0,0,905,906,2024-05-21 09:55:01
0,0,905,909,2024-05-21 09:56:01
0,0,905,906,2024-05-21 09:57:01
0,0,905,909,2024-05-21 09:58:01
0,0,905,909,2024-05-21 09:59:01
0,0,905,906,2024-05-21 11:00:01
0,0,905,909,2024-05-21 11:01:01
0,0,905,909,2024-05-21 11:02:01
0,0,905,909,2024-05-21 11:03:01
0,0,905,909,2024-05-21 11:04:01
0,0,905,909,2024-05-21 11:05:01
0,0,905,909,2024-05-21 11:06:01
0,0,905,909,2024-05-21 11:07:01
0,0,905,909,2024-05-21 11:08:01
0,0,905,906,2024-05-21 11:09:01
0,0,905,909,2024-05-21 11:10:01
0,0,905,909,2024-05-21 11:11:01
0,0,905,906,2024-05-21 11:12:01
0,0,905,909,2024-05-21 11:13:01
0,0,905,906,2024-05-21 11:14:01
0,0,905,906,2024-05-21 11:15:01
0,0,905,906,2024-05-21 11:16:01
0,0,905,909,2024-05-21 11:17:01
0,0,905,909,2024-05-21 11:18:01
0,0,905,909,2024-05-21 11:19:01
0,0,905,909,2024-05-21 11:20:01
0,0,905,909,2024-05-21 11:21:01
0,0,905,909,2024-05-21 11:22:01
0,0,905,909,2024-05-21 11:23:01
0,0,905,909,2024-05-21 11:24:01
0,0,905,906,2024-05-21 11:25:01
0,0,905,906,2024-05-21 11:26:01
0,0,905,906,2024-05-21 11:27:01
0,0,905,909,2024-05-21 11:28:01
0,0,905,906,2024-05-21 11:29:01
0,0,905,906,2024-05-21 11:30:01
0,0,905,909,2024-05-21 11:31:01
0,0,905,909,2024-05-21 11:32:01
0,0,905,906,2024-05-21 11:33:01
0,0,905,909,2024-05-21 11:34:01
0,0,905,909,2024-05-21 11:35:01
0,0,905,906,2024-05-21 11:36:01
0,0,905,906,2024-05-21 11:37:01
0,0,905,909,2024-05-21 11:38:01
0,0,905,909,2024-05-21 11:39:01
0,0,905,909,2024-05-21 11:40:01
0,0,905,909,2024-05-21 11:41:01
0,0,905,906,2024-05-21 11:42:01
0,0,905,909,2024-05-21 11:43:01
0,0,905,909,2024-05-21 11:44:01
0,0,905,909,2024-05-21 11:45:01
0,0,905,906,2024-05-21 11:46:01
0,0,905,909,2024-05-21 11:47:01
0,0,905,906,2024-05-21 11:48:01
0,0,905,906,2024-05-21 11:49:01
0,0,905,906,2024-05-21 11:50:01
0,0,905,909,2024-05-21 11:51:01
0,0,905,909,2024-05-21 11:52:01
0,0,905,909,2024-05-21 11:53:01
0,0,905,909,2024-05-21 11:54:01
0,0,905,909,2024-05-21 11:55:01
0,0,905,909,2024-05-21 11:56:01
0,0,905,909,2024-05-21 11:57:01
0,0,905,909,2024-05-21 11:58:01
0,0,905,909,2024-05-21 11:59:01
0,0,905,909,2024-05-21 12:00:01
0,0,905,909,2024-05-21 12:01:01
0,0,905,906,2024-05-21 12:02:01
0,0,905,906,2024-05-21 12:03:01
0,0,905,906,2024-05-21 12:04:01
0,0,905,909,2024-05-21 12:05:01
0,0,905,909,2024-05-21 12:06:01
0,0,905,906,2024-05-21 12:07:01
0,0,905,909,2024-05-21 12:08:01
0,0,905,909,2024-05-21 12:09:01
0,0,905,909,2024-05-21 12:10:01
0,0,905,906,2024-05-21 12:11:01
0,0,905,909,2024-05-21 12:12:01
0,0,905,909,2024-05-21 12:13:01
0,0,905,909,2024-05-21 12:14:01
0,0,905,909,2024-05-21 12:15:01
0,0,905,909,2024-05-21 12:16:01
0,0,905,909,2024-05-21 12:17:01
0,0,905,906,2024-05-21 12:18:01
0,0,905,909,2024-05-21 12:19:01
0,0,905,909,2024-05-21 12:20:01
0,0,905,909,2024-05-21 12:21:01
0,0,905,909,2024-05-21 12:22:01
0,0,905,909,2024-05-21 12:23:01
0,0,905,906,2024-05-21 12:24:01
0,0,905,909,2024-05-21 12:25:01
0,0,905,906,2024-05-21 12:26:01
0,0,905,906,2024-05-21 12:27:01
0,0,905,909,2024-05-21 12:28:01
0,0,905,906,2024-05-21 12:29:01
0,0,905,906,2024-05-21 12:30:01
0,0,905,909,2024-05-21 12:31:01
0,0,905,909,2024-05-21 12:32:01
0,0,905,906,2024-05-21 12:33:01
0,0,905,909,2024-05-21 12:34:01
0,0,905,906,2024-05-21 12:35:01
0,0,905,909,2024-05-21 12:36:01
0,0,905,906,2024-05-21 12:37:01
0,0,905,909,2024-05-21 12:38:01
0,0,905,906,2024-05-21 12:39:01
0,0,905,906,2024-05-21 12:40:01
0,0,905,906,2024-05-21 12:41:01
0,0,905,909,2024-05-21 12:42:01
0,0,905,906,2024-05-21 12:43:01
0,0,905,909,2024-05-21 12:44:01
0,0,905,909,2024-05-21 12:45:01
0,0,905,906,2024-05-21 12:46:01
0,0,905,906,2024-05-21 12:47:01
0,0,905,909,2024-05-21 12:48:01
0,0,905,906,2024-05-21 12:49:01
0,0,905,906,2024-05-21 12:50:01
0,0,905,909,2024-05-21 12:51:01
0,0,905,909,2024-05-21 12:52:01
0,0,905,906,2024-05-21 12:53:01
0,0,905,909,2024-05-21 12:54:01
0,0,905,909,2024-05-21 12:55:01
0,0,905,909,2024-05-21 12:56:01
0,0,905,906,2024-05-21 12:57:01
0,0,905,909,2024-05-21 12:58:01
0,0,905,909,2024-05-21 12:59:01
0,0,905,906,2024-05-21 13:00:01
0,0,905,906,2024-05-21 13:01:01
0,0,905,909,2024-05-21 13:02:01
0,0,905,906,2024-05-21 13:03:01
0,0,905,906,2024-05-21 13:04:01
0,0,905,909,2024-05-21 13:05:01
0,0,905,909,2024-05-21 13:06:01
0,0,905,906,2024-05-21 13:07:01
0,0,905,906,2024-05-21 13:08:01
0,0,905,909,2024-05-21 13:09:01
0,0,905,909,2024-05-21 13:10:01
0,0,905,906,2024-05-21 13:11:01
0,0,905,906,2024-05-21 13:12:01
0,0,905,909,2024-05-21 13:13:01
0,0,905,909,2024-05-21 13:14:01
0,0,905,906,2024-05-21 13:15:01
0,0,905,906,2024-05-21 13:16:01
0,0,905,909,2024-05-21 13:17:01
0,0,905,909,2024-05-21 13:18:01
0,0,905,909,2024-05-21 13:19:01
0,0,905,909,2024-05-21 13:20:01
0,0,905,909,2024-05-21 13:21:01
0,0,905,909,2024-05-21 13:22:01
0,0,905,906,2024-05-21 13:23:01
0,0,905,909,2024-05-21 13:24:01
0,0,905,909,2024-05-21 13:25:01
0,0,905,909,2024-05-21 13:26:01
0,0,905,909,2024-05-21 13:27:01
0,0,905,909,2024-05-21 13:28:01
0,0,905,906,2024-05-21 13:29:01
0,0,905,906,2024-05-21 13:30:01
0,0,905,909,2024-05-21 13:31:01
0,0,905,909,2024-05-21 13:32:01
0,0,905,906,2024-05-21 13:33:01
0,0,905,909,2024-05-21 13:34:01
0,0,905,909,2024-05-21 13:35:01
0,0,905,909,2024-05-21 13:36:01
0,0,905,909,2024-05-21 13:37:01
0,0,905,906,2024-05-21 13:38:01
0,0,905,909,2024-05-21 13:39:01
0,0,905,909,2024-05-21 13:40:01
0,0,905,906,2024-05-21 13:41:01
0,0,905,906,2024-05-21 13:42:01
0,0,905,909,2024-05-21 13:43:01
0,0,905,906,2024-05-21 13:44:01
0,0,905,909,2024-05-21 13:45:01
0,0,905,909,2024-05-21 13:46:01
0,0,905,909,2024-05-21 13:47:01
0,0,905,909,2024-05-21 13:48:01
0,0,905,909,2024-05-21 13:49:01
0,0,905,909,2024-05-21 13:50:01
0,0,905,906,2024-05-21 13:51:01
0,0,905,906,2024-05-21 13:52:01
0,0,905,906,2024-05-21 13:53:01
0,0,905,906,2024-05-21 13:54:01
0,0,905,906,2024-05-21 13:55:01
0,0,905,909,2024-05-21 13:56:01
0,0,905,906,2024-05-21 13:57:01
0,0,905,909,2024-05-21 13:58:01
0,0,905,909,2024-05-21 13:59:01
0,0,905,909,2024-05-21 15:00:01
0,0,905,909,2024-05-21 15:01:01
0,0,905,906,2024-05-21 15:02:01
0,0,905,906,2024-05-21 15:03:01
0,0,905,909,2024-05-21 15:04:01
0,0,905,906,2024-05-21 15:05:01
0,0,905,909,2024-05-21 15:06:01
0,0,905,909,2024-05-21 15:07:01
0,0,905,906,2024-05-21 15:08:01
0,0,905,909,2024-05-21 15:09:01
0,0,905,909,2024-05-21 15:10:01
0,0,905,906,2024-05-21 15:11:01
0,0,905,906,2024-05-21 15:12:01
0,0,905,909,2024-05-21 15:13:01
0,0,905,909,2024-05-21 15:14:01
0,0,905,909,2024-05-21 15:15:01
0,0,905,909,2024-05-21 15:16:01
0,0,905,906,2024-05-21 15:17:01
0,0,905,909,2024-05-21 15:18:01
0,0,905,909,2024-05-21 15:19:01
0,0,905,909,2024-05-21 15:20:01
0,0,905,906,2024-05-21 15:21:01
0,0,905,909,2024-05-21 15:22:01
0,0,905,909,2024-05-21 15:23:01
0,0,905,909,2024-05-21 15:24:01
0,0,905,909,2024-05-21 15:25:01
0,0,905,909,2024-05-21 15:26:01
0,0,905,909,2024-05-21 15:27:01
0,0,905,909,2024-05-21 15:28:01
0,0,905,906,2024-05-21 15:29:01
0,0,905,906,2024-05-21 15:30:01
0,0,905,906,2024-05-21 15:31:01
0,0,905,909,2024-05-21 15:32:01
0,0,905,906,2024-05-21 15:33:01
0,0,905,909,2024-05-21 15:34:01
0,0,905,909,2024-05-21 15:35:01
0,0,905,909,2024-05-21 15:36:01
0,0,905,909,2024-05-21 15:37:01
0,0,905,909,2024-05-21 15:38:01
0,0,905,906,2024-05-21 15:39:01
0,0,905,909,2024-05-21 15:40:01
0,0,905,909,2024-05-21 15:41:01
0,0,905,906,2024-05-21 15:42:01
0,0,905,909,2024-05-21 15:43:01
0,0,905,906,2024-05-21 15:44:01
0,0,905,906,2024-05-21 15:45:01
0,0,905,906,2024-05-21 15:46:01
0,0,905,906,2024-05-21 15:47:01
0,0,905,909,2024-05-21 15:48:01
0,0,905,909,2024-05-21 15:49:01
0,0,905,906,2024-05-21 15:50:01
0,0,905,906,2024-05-21 15:51:01
0,0,905,906,2024-05-21 15:52:01
0,0,905,906,2024-05-21 15:53:01
0,0,905,906,2024-05-21 15:54:01
0,0,905,909,2024-05-21 15:55:01
0,0,905,906,2024-05-21 15:56:01
0,0,905,906,2024-05-21 15:57:01
0,0,905,906,2024-05-21 15:58:01
0,0,905,909,2024-05-21 15:59:01
0,0,905,909,2024-05-21 16:00:01
0,0,905,906,2024-05-21 16:01:01
0,0,905,906,2024-05-21 16:02:01
0,0,905,909,2024-05-21 16:03:01
0,0,905,906,2024-05-21 16:04:01
0,0,905,909,2024-05-21 16:05:01
0,0,905,906,2024-05-21 16:06:01
0,0,905,909,2024-05-21 16:07:01
0,0,905,909,2024-05-21 16:08:01
0,0,905,906,2024-05-21 16:09:01
0,0,905,909,2024-05-21 16:10:01
0,0,905,906,2024-05-21 16:11:01
0,0,905,906,2024-05-21 16:12:01
0,0,905,909,2024-05-21 16:13:01
0,0,905,906,2024-05-21 16:14:01
0,0,905,906,2024-05-21 16:15:01
0,0,905,906,2024-05-21 16:16:01
0,0,905,909,2024-05-21 16:17:01
0,0,905,906,2024-05-21 16:18:01
0,0,905,906,2024-05-21 16:19:01
0,0,905,906,2024-05-21 16:20:01
0,0,905,909,2024-05-21 16:21:01
0,0,905,909,2024-05-21 16:22:01
0,0,905,906,2024-05-21 16:23:01
0,0,905,906,2024-05-21 16:24:01
0,0,905,909,2024-05-21 16:25:01
0,0,905,906,2024-05-21 16:26:01
0,0,905,909,2024-05-21 16:27:01
0,0,905,906,2024-05-21 16:28:01
0,0,905,909,2024-05-21 16:29:01
0,0,905,909,2024-05-21 16:30:01
0,0,905,906,2024-05-21 16:31:01
0,0,905,906,2024-05-21 16:32:01
0,0,905,906,2024-05-21 16:33:01
0,0,905,909,2024-05-21 16:34:01
0,0,905,909,2024-05-21 16:35:01
0,0,905,906,2024-05-21 16:36:01
0,0,905,909,2024-05-21 16:37:01
0,0,905,909,2024-05-21 16:38:01
0,0,905,909,2024-05-21 16:39:01
0,0,905,909,2024-05-21 16:40:01
0,0,905,909,2024-05-21 16:41:01
0,0,905,906,2024-05-21 16:42:01
0,0,905,906,2024-05-21 16:43:01
0,0,905,906,2024-05-21 16:44:01
0,0,905,909,2024-05-21 16:45:01
0,0,905,909,2024-05-21 16:46:01
0,0,905,909,2024-05-21 16:47:01
0,0,905,906,2024-05-21 16:48:01
0,0,905,909,2024-05-21 16:49:01
0,0,905,909,2024-05-21 16:50:01
0,0,905,909,2024-05-21 16:51:01
0,0,905,909,2024-05-21 16:52:01
0,0,905,906,2024-05-21 16:53:01
0,0,905,906,2024-05-21 16:54:01
0,0,905,909,2024-05-21 16:55:01
0,0,905,906,2024-05-21 16:56:01
0,0,905,906,2024-05-21 16:57:01
0,0,905,909,2024-05-21 16:58:01
0,0,905,909,2024-05-21 16:59:01
0,0,905,909,2024-05-21 18:00:01
0,0,905,909,2024-05-21 18:01:01
0,0,905,909,2024-05-21 18:02:01
0,0,905,909,2024-05-21 18:03:01
0,0,905,906,2024-05-21 18:04:01
0,0,905,909,2024-05-21 18:05:01
0,0,905,909,2024-05-21 18:06:01
0,0,905,909,2024-05-21 18:07:01
0,0,905,909,2024-05-21 18:08:01
0,0,905,909,2024-05-21 18:09:01
0,0,905,909,2024-05-21 18:10:01
0,0,905,909,2024-05-21 18:11:01
0,0,905,909,2024-05-21 18:12:01
0,0,905,906,2024-05-21 18:13:01
0,0,905,909,2024-05-21 18:14:01
0,0,905,909,2024-05-21 18:15:01
0,0,905,909,2024-05-21 18:16:01
0,0,905,906,2024-05-21 18:17:01
0,0,905,909,2024-05-21 18:18:01
0,0,905,906,2024-05-21 18:19:01
0,0,905,906,2024-05-21 18:20:01
0,0,905,909,2024-05-21 18:21:01
0,0,905,906,2024-05-21 18:22:01
0,0,905,906,2024-05-21 18:23:01
0,0,905,906,2024-05-21 18:24:01
0,0,905,909,2024-05-21 18:25:01
0,0,905,906,2024-05-21 18:26:01
0,0,905,909,2024-05-21 18:27:01
0,0,905,906,2024-05-21 18:28:01
0,0,905,906,2024-05-21 18:29:01
0,0,905,906,2024-05-21 18:30:01
0,0,905,909,2024-05-21 18:31:01
0,0,905,909,2024-05-21 18:32:01
0,0,905,906,2024-05-21 18:33:01
0,0,905,909,2024-05-21 18:34:01
0,0,905,909,2024-05-21 18:35:01
0,0,905,909,2024-05-21 18:36:01
0,0,905,909,2024-05-21 18:37:01
0,0,905,906,2024-05-21 18:38:01
0,0,905,909,2024-05-21 18:39:01
0,0,905,909,2024-05-21 18:40:01
0,0,905,909,2024-05-21 18:41:01
0,0,905,909,2024-05-21 18:42:01
0,0,905,909,2024-05-21 18:43:01
0,0,905,909,2024-05-21 18:44:01
0,0,905,909,2024-05-21 18:45:01
0,0,905,906,2024-05-21 18:46:01
0,0,905,909,2024-05-21 18:47:01
0,0,905,909,2024-05-21 18:48:01
0,0,905,906,2024-05-21 18:49:01
0,0,905,909,2024-05-21 18:50:01
0,0,905,909,2024-05-21 18:51:01
0,0,905,909,2024-05-21 18:52:01
0,0,905,909,2024-05-21 18:53:01
0,0,905,906,2024-05-21 18:54:01
0,0,905,906,2024-05-21 18:55:01
0,0,905,909,2024-05-21 18:56:01
0,0,905,909,2024-05-21 18:57:01
0,0,905,909,2024-05-21 18:58:01
0,0,905,906,2024-05-21 18:59:01
0,0,905,906,2024-05-21 19:00:01
0,0,905,909,2024-05-21 19:01:01
0,0,905,909,2024-05-21 19:02:01
0,0,905,909,2024-05-21 19:03:01
0,0,905,906,2024-05-21 19:04:01
0,0,905,909,2024-05-21 19:05:01
0,0,905,909,2024-05-21 19:06:01
0,0,905,909,2024-05-21 19:07:01
0,0,905,909,2024-05-21 19:08:01
0,0,905,906,2024-05-21 19:09:01
0,0,905,909,2024-05-21 19:10:01
0,0,905,909,2024-05-21 19:11:01
0,0,905,909,2024-05-21 19:12:01
0,0,905,909,2024-05-21 19:13:01
0,0,905,909,2024-05-21 19:14:01
0,0,905,909,2024-05-21 19:15:01
0,0,905,906,2024-05-21 19:16:01
0,0,905,906,2024-05-21 19:17:01
0,0,905,906,2024-05-21 19:18:01
0,0,905,909,2024-05-21 19:19:01
0,0,905,909,2024-05-21 19:20:01
0,0,905,909,2024-05-21 19:21:01
0,0,905,909,2024-05-21 19:22:01
0,0,905,906,2024-05-21 19:23:01
0,0,905,906,2024-05-21 19:24:01
0,0,905,909,2024-05-21 19:25:01
0,0,905,909,2024-05-21 19:26:01
0,0,905,906,2024-05-21 19:27:01
0,0,905,909,2024-05-21 19:28:01
0,0,905,909,2024-05-21 19:29:01
0,0,905,906,2024-05-21 19:30:01
0,0,905,909,2024-05-21 19:31:01
